Running Dijkstra with Fibonacci Heap...
Vertex  Distance from Source
0		0
1		803
2		68614
3		68456
4		42604
5		43378
6		38949
7		40480
8		73916
9		74990
10		75316
11		842
12		1394
13		136520
14		137891
15		266292
16		264633
17		300893
18		301905
19		293421
20		292195
21		294686
22		86133
23		88840
24		221641
25		221121
26		57734
27		57837
28		27333
29		27851
30		235665
31		239077
32		274541
33		276535
34		274878
35		270550
36		270913
37		233395
38		232377
39		258191
40		257799
41		28407
42		225814
43		225244
44		223480
45		287715
46		287143
47		1420
48		194434
49		192919
50		195620
51		283870
52		285938
53		184556
54		185076
55		185482
56		186216
57		183240
58		183945
59		152035
60		150782
61		157596
62		160014
63		152718
64		153749
65		183146
66		153837
67		152352
68		151032
69		150578
70		150225
71		106600
72		166169
73		100433
74		99635
75		101840
76		108805
77		108317
78		126434
79		103612
80		109601
81		135202
82		135571
83		136946
84		177430
85		168821
86		158588
87		204774
88		205102
89		206139
90		205683
91		205788
92		206052
93		223597
94		223740
95		195742
96		198087
97		196976
98		200077
99		148751
100		151928
101		156815
102		160002
103		174184
104		175249
105		132872
106		138663
107		138858
108		136573
109		141372
110		131951
111		144374
112		145492
113		145381
114		146928
115		123961
116		128201
117		121410
118		122462
119		117779
120		103348
121		105130
122		116232
123		114094
124		119826
125		121992
126		123023
127		124077
128		120350
129		92223
130		118405
131		119666
132		111273
133		114159
134		115164
135		115699
136		116850
137		105080
138		108637
139		107755
140		109240
141		111328
142		108543
143		110440
144		109016
145		115489
146		90992
147		93263
148		94583
149		116271
150		116254
151		81510
152		83752
153		89190
154		90140
155		92946
156		94870
157		94316
158		90992
159		92475
160		78729
161		73713
162		81616
163		277918
164		279654
165		153117
166		149186
167		175899
168		177244
169		155722
170		154041
171		157456
172		113267
173		115230
174		150597
175		155392
176		161200
177		162138
178		117549
179		167692
180		111438
181		112000
182		114122
183		116961
184		115011
185		170116
186		160951
187		93668
188		154430
189		160772
190		156598
191		160531
192		159293
193		101312
194		160500
195		94062
196		97340
197		162152
198		166135
199		162299
200		162692
201		102894
202		100070
203		107782
204		95808
205		98057
206		104951
207		99073
208		96940
209		95272
210		97463
211		97766
212		100078
213		101356
214		118122
215		194270
216		193186
217		199335
218		200444
219		189592
220		152905
221		148253
222		149049
223		202291
224		150268
225		164510
226		151030
227		149066
228		144955
229		276781
230		203650
231		151671
232		148523
233		148248
234		147915
235		145435
236		140491
237		150004
238		146148
239		150024
240		147488
241		152361
242		154101
243		153937
244		150691
245		150254
246		152133
247		153132
248		276224
249		207586
250		134417
251		140366
252		109471
253		114883
254		131936
255		146255
256		150237
257		150789
258		151023
259		149344
260		204548
261		153477
262		108020
263		103534
264		113686
265		102360
266		103253
267		106000
268		116040
269		117537
270		128519
271		130578
272		133239
273		132886
274		134605
275		129913
276		131339
277		129280
278		127849
279		126086
280		117111
281		116596
282		119590
283		120492
284		129575
285		130420
286		132154
287		134065
288		80023
289		83056
290		75958
291		79872
292		79275
293		83525
294		89972
295		89159
296		75463
297		91335
298		90774
299		93839
300		91181
301		99850
302		103185
303		79954
304		76167
305		76209
306		74821
307		74259
308		78090
309		73679
310		74032
311		75804
312		71040
313		74219
314		75763
315		74563
316		74581
317		70667
318		71142
319		70018
320		73875
321		80208
322		80880
323		82527
324		86522
325		82178
326		84599
327		86342
328		85482
329		77758
330		76218
331		78078
332		79186
333		80436
334		77989
335		79375
336		65734
337		65483
338		64804
339		81066
340		74513
341		70455
342		72951
343		74400
344		69861
345		70330
346		69379
347		75818
348		64342
349		77664
350		81879
351		79156
352		79446
353		78095
354		81143
355		84263
356		82945
357		67469
358		68767
359		69341
360		65207
361		64425
362		67136
363		63869
364		63496
365		61904
366		76883
367		83480
368		77707
369		78818
370		81060
371		59818
372		61949
373		104791
374		106127
375		108169
376		113874
377		112500
378		124395
379		118005
380		115916
381		114611
382		115613
383		117354
384		117773
385		156390
386		156628
387		152496
388		153444
389		154333
390		122594
391		124491
392		125362
393		155107
394		156667
395		159573
396		144153
397		142730
398		155256
399		153715
400		156268
401		151886
402		147350
403		95590
404		147871
405		143776
406		155825
407		140458
408		87908
409		88934
410		90253
411		156964
412		93169
413		95414
414		85849
415		87097
416		84604
417		85844
418		88498
419		89057
420		90043
421		89332
422		89770
423		100452
424		104448
425		85549
426		88247
427		90244
428		92073
429		90045
430		83440
431		88232
432		92272
433		92724
434		94241
435		89630
436		90166
437		88904
438		92487
439		90171
440		138880
441		146717
442		140958
443		137954
444		133854
445		89459
446		91112
447		90933
448		91448
449		91670
450		92792
451		91007
452		90347
453		93145
454		94717
455		93570
456		91772
457		93812
458		97552
459		98959
460		139884
461		141244
462		141352
463		99417
464		87396
465		86373
466		87394
467		91186
468		88034
469		86875
470		86126
471		84037
472		82666
473		82278
474		85200
475		81352
476		90846
477		93792
478		85412
479		84741
480		95546
481		96771
482		97124
483		145782
484		103526
485		87221
486		89306
487		91947
488		84994
489		82768
490		85412
491		82731
492		82716
493		80090
494		81658
495		84063
496		85118
497		82329
498		76622
499		83494
500		72106
501		89995
502		64663
503		74001
504		74925
505		66047
506		77763
507		67699
508		66422
509		69186
510		72868
511		73685
512		76615
513		78631
514		79208
515		56407
516		60214
517		79979
518		62492
519		63394
520		80351
521		82385
522		80076
523		78915
524		79137
525		84214
526		76465
527		60040
528		61581
529		58548
530		63030
531		68228
532		61526
533		64162
534		59622
535		56439
536		63405
537		72564
538		74640
539		73360
540		75790
541		70614
542		67383
543		64247
544		65503
545		60439
546		60871
547		66187
548		56912
549		59670
550		58395
551		55413
552		66907
553		66143
554		64246
555		67215
556		66211
557		65474
558		64180
559		64808
560		63056
561		67146
562		59926
563		62801
564		61826
565		63337
566		58707
567		56788
568		59080
569		58995
570		55757
571		66440
572		62278
573		61279
574		64040
575		60060
576		61027
577		56722
578		54445
579		65098
580		65044
581		65714
582		65831
583		66518
584		66701
585		46036
586		50610
587		55423
588		77328
589		54461
590		53749
591		55088
592		60548
593		67049
594		61696
595		43512
596		54492
597		41450
598		53326
599		46430
600		48092
601		48325
602		72283
603		71930
604		74572
605		71055
606		72965
607		69655
608		76478
609		74515
610		78635
611		51038
612		53959
613		50720
614		53637
615		54247
616		68440
617		63538
618		61648
619		59560
620		63596
621		57780
622		65721
623		66286
624		56461
625		68598
626		65704
627		68482
628		51040
629		54842
630		57378
631		81366
632		61441
633		57140
634		55849
635		56158
636		55470
637		54966
638		54595
639		54427
640		54514
641		54062
642		54560
643		56014
644		52843
645		52441
646		52858
647		50164
648		51168
649		52182
650		69164
651		68982
652		61366
653		65593
654		59018
655		71543
656		71103
657		61127
658		58716
659		57726
660		62745
661		63661
662		51415
663		104918
664		132505
665		55975
666		114032
667		115825
668		53096
669		58299
670		59412
671		48265
672		53858
673		53320
674		54459
675		54587
676		47199
677		55687
678		53818
679		55995
680		49143
681		58073
682		59413
683		52823
684		47651
685		46319
686		45484
687		42805
688		42469
689		44144
690		47339
691		41975
692		43209
693		41438
694		40886
695		42917
696		43646
697		42333
698		42109
699		43109
700		48916
701		38660
702		60475
703		61388
704		44148
705		42466
706		40805
707		57340
708		55732
709		57089
710		41452
711		42511
712		40421
713		41928
714		41023
715		39708
716		40124
717		39000
718		37911
719		38915
720		36882
721		38601
722		40227
723		41266
724		39310
725		37745
726		39111
727		36631
728		37344
729		40270
730		38871
731		40321
732		34759
733		40929
734		38575
735		39383
736		40721
737		40388
738		52108
739		56905
740		37755
741		40660
742		37382
743		36263
744		37815
745		35149
746		36309
747		36870
748		45695
749		115239
750		45138
751		44937
752		45784
753		48775
754		50144
755		43365
756		45503
757		42842
758		44334
759		41953
760		42501
761		42263
762		43284
763		40839
764		44814
765		43195
766		43963
767		40588
768		39640
769		37287
770		43228
771		39918
772		41384
773		33800
774		34629
775		33962
776		32892
777		35396
778		35752
779		42820
780		32036
781		31080
782		31348
783		31036
784		30735
785		32497
786		31767
787		29401
788		30525
789		31552
790		29604
791		29718
792		29039
793		28043
794		28620
795		36589
796		27641
797		35672
798		24262
799		37064
800		37971
801		27654
802		27027
803		41512
804		25262
805		26869
806		25390
807		24146
808		25806
809		23783
810		24627
811		20405
812		22195
813		21060
814		22405
815		21310
816		87721
817		62863
818		63466
819		60181
820		57397
821		68347
822		69690
823		66466
824		69228
825		67514
826		70033
827		66509
828		69683
829		56337
830		58772
831		60631
832		51461
833		52621
834		55462
835		60084
836		58750
837		56586
838		64905
839		64119
840		64888
841		63684
842		61238
843		59781
844		59143
845		64187
846		67211
847		81383
848		80950
849		79140
850		71607
851		76661
852		78745
853		76150
854		70291
855		73615
856		77394
857		71637
858		84870
859		81625
860		74193
861		78041
862		78591
863		80377
864		76432
865		66685
866		68892
867		67481
868		65456
869		69189
870		70301
871		71016
872		71315
873		61525
874		72174
875		63132
876		65367
877		78615
878		81679
879		80023
880		59196
881		59684
882		64857
883		81442
884		63253
885		62267
886		60641
887		59249
888		81502
889		58913
890		49699
891		53318
892		53427
893		54694
894		56422
895		50619
896		51093
897		45349
898		46062
899		46111
900		48892
901		47670
902		43852
903		53771
904		53671
905		49503
906		57591
907		60404
908		62484
909		61030
910		69445
911		58560
912		59227
913		60230
914		57803
915		60956
916		67278
917		47556
918		38125
919		38633
920		25100
921		30269
922		28933
923		39344
924		38657
925		39719
926		37674
927		35207
928		37292
929		29306
930		26131
931		22341
932		28412
933		28968
934		28005
935		26976
936		25517
937		25718
938		24642
939		28075
940		24244
941		25291
942		23283
943		33191
944		36108
945		36441
946		34202
947		32177
948		31093
949		103186
950		105162
951		31910
952		23273
953		40351
954		30940
955		21594
956		29829
957		28802
958		28458
959		28114
960		27557
961		29663
962		26878
963		27545
964		74982
965		74312
966		72593
967		74898
968		57365
969		48260
970		49605
971		49602
972		48936
973		49439
974		49834
975		47596
976		56441
977		83830
978		50147
979		50621
980		50651
981		50819
982		48661
983		49865
984		50283
985		49674
986		48195
987		48668
988		55548
989		55993
990		61944
991		47745
992		47102
993		39515
994		46573
995		45412
996		44524
997		39291
998		40428
999		37986
1000		32264
1001		30930
1002		39062
1003		40927
1004		45469
1005		42022
1006		43279
1007		38536
1008		39280
1009		40543
1010		43320
1011		51223
1012		51549
1013		50526
1014		52668
1015		50275
1016		54043
1017		43870
1018		46934
1019		46079
1020		54200
1021		54602
1022		52777
1023		41626
1024		42702
1025		51829
1026		53110
1027		51886
1028		55319
1029		56224
1030		48585
1031		42852
1032		43327
1033		50424
1034		55069
1035		54558
1036		53886
1037		55358
1038		52981
1039		54827
1040		52506
1041		46643
1042		48042
1043		36939
1044		48128
1045		42443
1046		36144
1047		51638
1048		33525
1049		33708
1050		30809
1051		31505
1052		34163
1053		33757
1054		34018
1055		32067
1056		30670
1057		29449
1058		30514
1059		30954
1060		53140
1061		44653
1062		45557
1063		43979
1064		45798
1065		40262
1066		29650
1067		27854
1068		31327
1069		43210
1070		39085
1071		34813
1072		44055
1073		44633
1074		29535
1075		30143
1076		31077
1077		27330
1078		23737
1079		31068
1080		38852
1081		32956
1082		34045
1083		33623
1084		29422
1085		30000
1086		28176
1087		27504
1088		26942
1089		26598
1090		28484
1091		26943
1092		24160
1093		26219
1094		30320
1095		30876
1096		30752
1097		28448
1098		23825
1099		27804
1100		26231
1101		23700
1102		22308
1103		22241
1104		24452
1105		21035
1106		20167
1107		18948
1108		17814
1109		23119
1110		18101
1111		17142
1112		20187
1113		18945
1114		16852
1115		13864
